,ID,LOCATION,CONDITION,MODEL,MANUFACTURER,YEAR BUILT,CATEGORY,SUBCATEGORY,MATERIAL,LENGTH (m),BEAM (m),DRAUGHT,NUM_ENGINES,ENGINE_HP,ENGINE_KW,PRICE_EUR,LINK
221,518746,Germany,USED BOAT,Nimbus 365 Coupe,Nimbus,2017,powerboats,Sport Boat,GRP,11.33,3.45,1.1,1,435.0,320.0,369000.0,https://www.boat24.com/en/powerboats/nimbus/nimbus-365-coupe/detail/518746/
222,534031,Germany,USED BOAT,Nimbus 26AK 2600,Nimbus,1972,powerboats,Cabin Cruiser,GRP,8.5,2.85,0.7,1,75.0,55.0,13950.0,https://www.boat24.com/en/powerboats/nimbus/nimbus-26ak-2600/detail/534031/
227,447141,Switzerland,USED BOAT,Raffaelli Typhoon,Raffaelli,1994,powerboats,Flybridge,GRP,11.4,3.7,0.9,2,230.0,169.0,142800.0,https://www.boat24.com/en/powerboats/raffaelli/raffaelli-typhoon/detail/447141/
229,517370,Netherlands,USED BOAT,TendR 27,TendR,2020,powerboats,Motor Yacht,GRP,8.35,2.55,0.6,1,42.0,31.0,55000.0,https://www.boat24.com/en/powerboats/tendr-27/detail/517370/
234,517228,Germany,NEW BOAT,Quicksilver activ 675 cruiser,Quicksilver,2022,powerboats,Sport Boat,GRP,6.4,2.46,0.49,1,225.0,165.0,78900.0,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-activ-675-cruiser/detail/517228/
242,488426,Germany,NEW BOAT,Sea Ray 320 Sundancer 3x250PS V8  AB Axius VOLLA,Sea,2023,powerboats,Motor Yacht,GRP,10.64,3.25,1.09,3,750.0,552.0,499900.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-320-sundancer-3x250ps-v8-ab-axius-volla/detail/488426/
246,539146,Netherlands,USED BOAT,Abim Classic 108,Abim,2011,powerboats,Trawler,Steel,11.0,3.9,1.0,1,110.0,81.0,195000.0,https://www.boat24.com/en/powerboats/abim/abim-classic-108/detail/539146/
247,543748,Greece,USED BOAT,Beneteau First 45f5,Beneteau,1990,sailingboats,Cruising Yacht,GRP,14.5,4.2,2.1,1,60.0,44.0,95000.0,https://www.boat24.com/en/sailingboats/beneteau/beneteau-first-45f5/detail/543748/
249,293800,Switzerland,NEW BOAT,nan,nan,2017,powerboats,Sport Boat,GRP,7.04,2.6,0.68,1,300.0,221.0,112098.0,https://www.boat24.com/en/powerboats/monterey/monterey-m4/detail/293800/
253,542694,Germany,USED BOAT,Bavaria Cruiser 32,Bavaria,2013,sailingboats,Sailing Yacht,GRP,9.99,3.42,1.95,1,20.0,15.0,95000.0,https://www.boat24.com/en/sailingboats/bavaria/bavaria-cruiser-32/detail/542694/
257,356519,Croatia,USED BOAT,Cytra Senator 40,Cytra,1986,powerboats,Motor Yacht,GRP,12.6,4.1,1.1,2,306.0,225.0,44000.0,https://www.boat24.com/en/powerboats/cytra/cytra-senator-40/detail/356519/
258,540367,France,USED BOAT,LNM Sormiou 28,LNM,2008,sailingboats,Regatta Boat,GRP,8.71,2.97,1.95,1,60.0,44.0,25000.0,https://www.boat24.com/en/sailingboats/lnm/lnm-sormiou-28/detail/540367/
259,535297,Netherlands,USED BOAT,Vripack 58,Vripack,2015,powerboats,Motor Yacht,Steel,17.0,5.05,1.5,1,205.0,151.0,1350000.0,https://www.boat24.com/en/powerboats/vripack-58/detail/535297/
260,494040,Netherlands,USED BOAT,Breedendam MTB 28,Breedendam,2000,powerboats,Classic Power Boat,Wood,8.25,2.6,0.8,1,125.0,92.0,79500.0,https://www.boat24.com/en/powerboats/breedendam-mtb-28/detail/494040/
263,518775,Italy,USED BOAT,Apreamare Smeraldo 9 Semi cabinato,Apreamare,2004,powerboats,Cabin Cruiser,GRP,9.0,3.27,0.9,2,250.0,184.0,120000.0,https://www.boat24.com/en/powerboats/apreamare/apreamare-smeraldo-9-semi-cabinato/detail/518775/
264,501322,Poland,USED BOAT,Regal 402 Commodore,Regal,1995,powerboats,Cabin Cruiser,GRP,12.8,3.8,1.2,2,315.0,232.0,49900.0,https://www.boat24.com/en/powerboats/regal/regal-402-commodore/detail/501322/
265,544682,Belgium,USED BOAT,Trident Marine Warrior 38,Trident,1987,sailingboats,Cruising Yacht,GRP,11.58,4.0,1.55,1,41.0,30.0,65000.0,https://www.boat24.com/en/sailingboats/trident-marine/trident-marine-warrior-38/detail/544682/
267,544115,Netherlands,USED BOAT,Bavaria 33 Cruiser,Bavaria,2005,sailingboats,Sailing Yacht,GRP,10.25,3.48,1.85,1,29.0,21.0,64500.0,https://www.boat24.com/en/sailingboats/bavaria/bavaria-33-cruiser/detail/544115/
268,524846,Switzerland,NEW BOAT,Tullio Abbate 755 Flash,Tullio,2023,powerboats,Bowrider,GRP,7.6,2.36,0.7,1,250.0,184.0,108456.6,https://www.boat24.com/en/powerboats/tullio-abbate/tullio-abbate-755-flash/detail/524846/
270,501595,Netherlands,USED BOAT,Qnautic Q39,Qnautic,2019,inflatableboats,RIB,GRP,11.9,3.45,1.3,3,400.0,294.0,495000.0,https://www.boat24.com/en/inflatableboats/qnautic-q39/detail/501595/
271,540240,Croatia,USED BOAT,Azimut 60 Flybridge,Azimut,2018,powerboats,Motor Yacht,GRP,18.4,5.05,1.4,2,900.0,662.0,1550000.0,https://www.boat24.com/en/powerboats/azimut/azimut-60-flybridge/detail/540240/
272,513601,Italy,USED BOAT,Sealine F44,Sealine,1999,powerboats,Flybridge,GRP,13.4,4.05,1.08,2,370.0,272.0,140000.0,https://www.boat24.com/en/powerboats/sealine/sealine-f44/detail/513601/
273,541379,Sweden,USED BOAT,Saxemara 1970,Saxemara,1970,sailingboats,Motorsailer,Wood,9.65,3.3,1.3,1,55.0,40.0,23375.0,https://www.boat24.com/en/sailingboats/saxemara-1970/detail/541379/
275,487153,Germany,NEW BOAT,Bayliner VR6 Bowrider,Bayliner,2023,powerboats,Sport Boat,GRP,6.82,2.45,0.88,1,150.0,110.0,50350.0,https://www.boat24.com/en/powerboats/bayliner/bayliner-vr6-bowrider/detail/487153/
286,536276,Italy,USED BOAT,RIO 900 OPEN,RIO,1996,powerboats,Sport Boat,GRP,9.6,3.25,0.9,2,200.0,147.0,35900.0,https://www.boat24.com/en/powerboats/rio/rio-900-open/detail/536276/
288,544634,Denmark,USED BOAT,Bavaria 33 Crusier RESERVED (Under sale),Bavaria,2006,sailingboats,Sailing Yacht,GRP,10.35,3.48,1.85,1,28.0,21.0,60450.0,https://www.boat24.com/en/sailingboats/bavaria-33-crusier-reserved-under-sale/detail/544634/
289,491695,Germany,USED BOAT,Dehler 38SQ,Dehler,2022,sailingboats,Sailing Yacht,GRP,12.1,3.75,2.05,1,39.0,29.0,349950.0,https://www.boat24.com/en/sailingboats/dehler/dehler-38sq/detail/491695/
291,544416,Germany,USED BOAT,Delphia 31,Delphia,2013,sailingboats,Sailing Yacht,GRP,9.48,3.4,0.45,1,11.0,8.0,69800.0,https://www.boat24.com/en/sailingboats/delphia/delphia-31/detail/544416/
295,531607,France,USED BOAT,Astilleros del Principado Marcelo Penna,Astilleros,2000,powerboats,Motor Yacht,Aluminium,21.0,5.9,1.15,2,480.0,353.0,899000.0,https://www.boat24.com/en/powerboats/astilleros-del-principado-marcelo-penna/detail/531607/
297,536370,Netherlands,USED BOAT,Cascaruda 920,Cascaruda,1976,powerboats,Trawler,Steel,9.2,3.1,0.9,1,50.0,37.0,30000.0,https://www.boat24.com/en/powerboats/cascaruda/cascaruda-920/detail/536370/
299,544300,Germany,USED BOAT,Altena Kruiser,Altena,1973,powerboats,Trawler,Steel,10.0,3.0,1.0,1,78.0,57.0,29500.0,https://www.boat24.com/en/powerboats/altena/altena-kruiser/detail/544300/
311,513823,Germany,USED BOAT,Waarschip 740,Waarschip,1996,sailingboats,Sailing Yacht,Wood,7.4,2.74,1.0,1,80.0,59.0,14900.0,https://www.boat24.com/en/sailingboats/waarschip/waarschip-740/detail/513823/
315,534917,Germany,NEW BOAT,Delphia 11 FlyLounge,Delphia,2022,powerboats,Flybridge,GRP,10.77,3.85,0.8,1,150.0,110.0,392342.0,https://www.boat24.com/en/powerboats/delphia/delphia-11-flylounge/detail/534917/
317,517179,Croatia,USED BOAT,nan,nan,1999,powerboats,Sport Boat,GRP,8.91,2.9,0.9,1,308.0,227.0,30000.0,https://www.boat24.com/en/powerboats/bayliner/bayliner-2855-ciera/detail/517179/
319,513752,Netherlands,USED BOAT,Anker & Jensen S-Spant 9.5Mtr ( 13.75 Me,Anker,1912,sailingboats,Sailing Yacht,Wood,13.75,2.8,2.0,1,28.0,21.0,160000.0,https://www.boat24.com/en/sailingboats/anker-jensen-s-spant-95mtr-1375-me/detail/513752/
321,422544,Netherlands,NEW BOAT,Bavaria C42,Bavaria,2022,sailingboats,Sailing Yacht,GRP,12.38,4.29,2.07,1,40.0,29.0,237405.0,https://www.boat24.com/en/sailingboats/bavaria/bavaria-c42/detail/422544/
323,517454,Germany,USED BOAT,Kooijman & De Vries Schokker,Kooijman,1981,sailingboats,Flat Bottom Boat,Steel,10.0,3.0,0.8,1,17.0,13.0,35000.0,https://www.boat24.com/en/sailingboats/kooijman-de-vries/kooijman-de-vries-schokker/detail/517454/
328,463977,Germany,NEW BOAT,Sea Ray 230 SPX Inboard,Sea,2023,powerboats,Sport Boat,GRP,7.15,2.54,0.98,1,250.0,184.0,72400.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-230-spx-inboard/detail/463977/
329,487313,Switzerland,USED BOAT,Black Pepper Code 2,Black,2019,sailingboats,Sailing Yacht,Carbon Fiber,17.5,5.3,4.6,1,110.0,81.0,1650000.0,https://www.boat24.com/en/sailingboats/black-pepper/black-pepper-code-2/detail/487313/
330,530652,Germany,NEW BOAT,Quicksilver Activ 605 Cruiser,Quicksilver,2023,powerboats,Sport Boat,GRP,6.02,2.34,0.48,1,115.0,85.0,49999.0,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-activ-605-cruiser/detail/530652/
333,539836,Germany,USED BOAT,Rommel Speedster 30,Rommel,1993,sailingboats,Sailing Yacht,GRP,9.0,2.5,2.5,1,18.0,13.0,35000.0,https://www.boat24.com/en/sailingboats/rommel/rommel-speedster-30/detail/539836/
336,528418,Germany,USED BOAT,Pedrazzini Super Aquamar,Pedrazzini,1970,powerboats,Classic Power Boat,Wood,8.03,2.9,0.65,2,321.0,236.0,450000.0,https://www.boat24.com/en/powerboats/pedrazzini/pedrazzini-super-aquamar/detail/528418/
337,535410,Netherlands,USED BOAT,Marex 320 Aft Cabin Cruiser,Marex,2021,powerboats,Hardtop,GRP,9.99,3.3,1.0,1,320.0,235.0,327500.0,https://www.boat24.com/en/powerboats/marex/marex-320-aft-cabin-cruiser/detail/535410/
338,522474,Switzerland,USED BOAT,Frauscher H-Boot H26,Frauscher,2015,sailingboats,Daysailer,GRP,7.88,2.18,1.3,1,34.0,25.0,59160.0,https://www.boat24.com/en/sailingboats/frauscher/frauscher-h-boot-h26/detail/522474/
341,485895,Germany,NEW BOAT,Quicksilver 525 AXESS,Quicksilver,2023,powerboats,Sport Boat,GRP,5.35,2.29,0.25,1,80.0,59.0,28290.0,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-525-axess/detail/485895/
344,498355,Netherlands,USED BOAT,Hai 760 KS,Hai,1991,sailingboats,Keelboat,GRP,7.9,2.5,1.25,1,90.0,66.0,18500.0,https://www.boat24.com/en/sailingboats/hai-760-ks/detail/498355/
347,539689,Italy,USED BOAT,Ippolito Girolamo GOZZO CAB.,Ippolito,1974,powerboats,Cabin Cruiser,Wood,12.3,3.3,1.2,2,200.0,147.0,110000.0,https://www.boat24.com/en/powerboats/ippolito-girolamo-gozzo-cab/detail/539689/
348,485896,Germany,NEW BOAT,Quicksilver 475 AXESS,Quicksilver,2023,powerboats,Sport Boat,GRP,4.62,2.01,0.26,1,40.0,29.0,20770.0,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-475-axess/detail/485896/
350,533994,Italy,USED BOAT,Azimut 75,Azimut,2005,powerboats,Cabin Cruiser,GRP,22.86,5.88,1.71,2,1360.0,1000.0,1180000.0,https://www.boat24.com/en/powerboats/azimut/azimut-75/detail/533994/
351,512161,Denmark,USED BOAT,Fairline Squadron 62,Fairline,1994,powerboats,Flybridge,GRP,20.14,5.28,1.45,2,820.0,603.0,299000.0,https://www.boat24.com/en/powerboats/fairline/fairline-squadron-62/detail/512161/
355,525604,Netherlands,USED BOAT,Zeiltjalk 10.00,Zeiltjalk,1900,sailingboats,Flat Bottom Boat,Steel,10.0,2.8,0.8,1,50.0,37.0,34500.0,https://www.boat24.com/en/sailingboats/zeiltjalk-1000/detail/525604/
357,428030,Turkey,USED BOAT,Sea Ray SEVILLE,Sea,1987,powerboats,Sport Boat,GRP,6.15,2.0,0.66,1,195.0,143.0,29500.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-seville/detail/428030/
358,439098,Switzerland,NEW BOAT,Regal 28 Express Hensa Edition,Regal,2023,powerboats,Cabin Cruiser,GRP,8.78,2.6,0.8,1,350.0,257.0,266753.46,https://www.boat24.com/en/powerboats/regal/regal-28-express-hensa-edition/detail/439098/
361,530999,Portugal,USED BOAT,Archambault Sprinto,Archambault,2002,sailingboats,Regatta Boat,GRP,6.6,2.2,1.6,1,60.0,44.0,12500.0,https://www.boat24.com/en/sailingboats/archambault/archambault-sprinto/detail/530999/
362,529373,Germany,USED BOAT,Beneteau Gran Turismo 45,Beneteau,2022,powerboats,Motor Yacht,GRP,14.78,4.2,1.2,2,380.0,279.0,681000.0,https://www.boat24.com/en/powerboats/beneteau/beneteau-gran-turismo-45/detail/529373/
364,537394,Croatia,USED BOAT,Admiral 62 FLY - BJ. 2000,Admiral,2000,powerboats,Flybridge,GRP,18.9,4.98,1.65,2,811.0,596.0,349000.0,https://www.boat24.com/en/powerboats/admiral/admiral-62-fly--bj-2000/detail/537394/
365,535773,Switzerland,USED BOAT,Vader Victoire 25,Vader,1970,sailingboats,Cruising Yacht,GRP,7.66,2.5,1.14,1,60.0,44.0,3366.0,https://www.boat24.com/en/sailingboats/vader-victoire-25/detail/535773/
370,483487,Germany,USED BOAT,Ryck 280,Ryck,2022,powerboats,Sport Boat,GRP,9.51,2.81,0.91,1,250.0,184.0,136000.0,https://www.boat24.com/en/powerboats/ryck/ryck-280/detail/483487/
374,529073,Netherlands,NEW BOAT,Skilso 39 Fly,Skilso,2023,powerboats,Flybridge,GRP,11.9,3.8,1.1,1,740.0,544.0,25000.0,https://www.boat24.com/en/powerboats/skilso/skilso-39-fly/detail/529073/
375,538947,France,USED BOAT,GOBBI ITALIE ATLANTIS 315 SC,GOBBI,2008,powerboats,Sport Boat,PVC,9.85,3.3,1.2,2,190.0,140.0,85000.0,https://www.boat24.com/en/powerboats/gobbi-italie-atlantis-315-sc/detail/538947/
376,510318,Germany,USED BOAT,"Moody & Sons Swanwick G.L, Watson 41' Sl",Moody,1961,sailingboats,Classic Sailing Yacht,Wood,12.65,2.9,1.9,1,59.0,43.0,150000.0,https://www.boat24.com/en/sailingboats/moody-sons-swanwick-gl-watson-41-sl/detail/510318/
377,542254,Switzerland,USED BOAT,BWC Flying Cruiser S,BWC,2015,sailingboats,Keelboat,GRP,5.1,2.03,1.2,1,30.0,22.0,8109.0,https://www.boat24.com/en/sailingboats/bwc/bwc-flying-cruiser-s/detail/542254/
378,532262,Slovenia,USED BOAT,Saxdor 200 SPORT,Saxdor,2021,powerboats,Sport Boat,Carbon Fiber,5.94,2.33,0.7,1,115.0,85.0,39975.0,https://www.boat24.com/en/powerboats/saxdor/saxdor-200-sport/detail/532262/
381,540085,Germany,NEW BOAT,Jeanneau Sun Odyssey 349,Jeanneau,2023,sailingboats,Sailing Yacht,GRP,10.34,3.44,1.98,1,21.0,15.0,223301.0,https://www.boat24.com/en/sailingboats/jeanneau/jeanneau-sun-odyssey-349/detail/540085/
384,469325,Switzerland,NEW BOAT,Domani S30 Club,Domani,2022,sailingboats,Daysailer,GRP,9.0,2.46,1.2,1,27.0,2.0,121163.0,https://www.boat24.com/en/sailingboats/domani/domani-s30-club/detail/469325/
390,514181,Germany,USED BOAT,Storebro 420 Baltic,Storebro,1995,powerboats,Flybridge,GRP,0.0,4.2,1.2,1,860.0,633.0,189000.0,https://www.boat24.com/en/powerboats/storebro/storebro-420-baltic/detail/514181/
394,531079,Germany,USED BOAT,Wellcraft Eclipse 196c,Wellcraft,1994,powerboats,Cabin Cruiser,GRP,5.89,2.36,0.9,1,204.0,150.0,9500.0,https://www.boat24.com/en/powerboats/wellcraft/wellcraft-eclipse-196c/detail/531079/
395,531674,Netherlands,USED BOAT,Ericson 37,Ericson,1974,sailingboats,Sailing Yacht,GRP,11.4,3.5,1.8,1,25.0,18.0,25000.0,https://www.boat24.com/en/sailingboats/ericson/ericson-37/detail/531674/
403,538267,Italy,USED BOAT,nan,nan,2001,powerboats,Motor Yacht,GRP,13.9,4.3,1.2,2,480.0,353.0,250000.0,https://www.boat24.com/en/powerboats/astondoa/astondoa-46/detail/538267/
404,545016,Germany,USED BOAT,FR 540 Pilothouse,FR,2020,powerboats,Cabin Cruiser,GRP,5.4,2.4,0.3,1,50.0,37.0,19800.0,https://www.boat24.com/en/powerboats/fr-540-pilothouse/detail/545016/
406,490466,Germany,NEW BOAT,Sea Ray 210 SPOE Outboard,Sea,2022,powerboats,Sport Boat,GRP,6.55,2.54,0.43,1,200.0,147.0,64999.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-210-spoe-outboard/detail/490466/
407,526393,Netherlands,USED BOAT,Vivante 55,Vivante,2013,powerboats,Motor Yacht,Steel,14.95,4.7,1.15,2,150.0,110.0,395000.0,https://www.boat24.com/en/powerboats/vivante/vivante-55/detail/526393/
410,540669,Denmark,USED BOAT,Cobrey 250 SC,Cobrey,2006,powerboats,Sport Boat,GRP,7.8,2.59,0.49,1,270.0,199.0,25870.0,https://www.boat24.com/en/powerboats/cobrey-250-sc/detail/540669/
414,513365,Germany,NEW BOAT,Sea Ray 190 SPXE,Sea,2022,powerboats,Bowrider,GRP,5.94,2.54,0.6,1,250.0,184.0,59900.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-190-spxe/detail/513365/
416,542527,Germany,USED BOAT,hollandischer Werftbau Blockland,hollandischer,1976,powerboats,Cabin Cruiser,Steel,12.0,3.3,0.95,1,120.0,88.0,34990.0,https://www.boat24.com/en/powerboats/hollaendischer-werftbau-blockland/detail/542527/
417,527382,Germany,NEW BOAT,Bayliner Element M19,Bayliner,2023,powerboats,Bowrider,GRP,5.79,2.29,0.64,1,100.0,74.0,45000.0,https://www.boat24.com/en/powerboats/bayliner/bayliner-element-m19/detail/527382/
419,533505,Netherlands,USED BOAT,Campi 400 Per Direct Houseboat,Campi,2021,powerboats,Floating House,Steel,12.56,4.0,0.55,1,90.0,66.0,115000.0,https://www.boat24.com/en/powerboats/campi-400-per-direct-houseboat/detail/533505/
420,538425,Germany,USED BOAT,Sea Ray 205 Sport Bowrider SPX,Sea,2006,powerboats,Bowrider,GRP,6.4,2.44,0.83,1,220.0,162.0,30900.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-205-sport-bowrider-spx/detail/538425/
430,491690,Switzerland,NEW BOAT,Saxdor 320 GTO,Saxdor,2023,powerboats,Sport Boat,GRP,10.3,3.1,0.8,2,300.0,221.0,220000.0,https://www.boat24.com/en/powerboats/saxdor/saxdor-320-gto/detail/491690/
434,496060,Germany,USED BOAT,Neptun 26,Neptun,1976,sailingboats,Keelboat,GRP,8.2,2.5,1.2,1,10.0,7.0,2500.0,https://www.boat24.com/en/sailingboats/neptun/neptun-26/detail/496060/
436,540781,Netherlands,USED BOAT,Dufour 365 Grand Large,Dufour,2007,sailingboats,Sailing Yacht,GRP,10.81,3.65,1.9,1,29.0,21.0,89000.0,https://www.boat24.com/en/sailingboats/dufour/dufour-365-grand-large/detail/540781/
439,487979,Netherlands,USED BOAT,Jongert 16M,Jongert,1977,sailingboats,Ketch,Steel,16.6,4.55,2.2,1,125.0,92.0,239000.0,https://www.boat24.com/en/sailingboats/jongert/jongert-16m/detail/487979/
441,494524,Switzerland,NEW BOAT,Primeur 100% Elektro-Tender 700,Primeur,2021,powerboats,Sloep,GRP,6.9,2.55,0.6,1,80.0,59.0,81396.0,https://www.boat24.com/en/powerboats/primeur/primeur-100-elektro-tender-700/detail/494524/
442,539059,France,USED BOAT,Capelli TEMPEST 40,Capelli,2016,inflatableboats,RIB,PVC,12.18,3.5,0.6,2,350.0,257.0,185000.0,https://www.boat24.com/en/inflatableboats/capelli/capelli-tempest-40/detail/539059/
448,532356,Italy,USED BOAT,Barca a vela 6 metri carrellabile,Barca,2019,sailingboats,Cruising Yacht,GRP,6.0,2.45,1.2,1,60.0,44.0,25500.0,https://www.boat24.com/en/sailingboats/barca-a-vela-6-metri-carrellabile/detail/532356/
450,508318,Germany,USED BOAT,Werft Plaue Sneek 850,Werft,1970,powerboats,Cabin Cruiser,Steel,8.5,2.8,0.8,1,50.0,37.0,14990.0,https://www.boat24.com/en/powerboats/werft-plaue-sneek-850/detail/508318/
453,540153,Italy,USED BOAT,nan,nan,2016,powerboats,Flybridge,GRP,20.73,5.33,1.7,2,1702.0,1252.0,2100000.0,https://www.boat24.com/en/powerboats/princess/princess-s72/detail/540153/
454,545064,Switzerland,NEW BOAT,Cranchi E26 Classic,Cranchi,2023,powerboats,Sport Boat,GRP,7.8,2.49,0.95,1,350.0,257.0,205080.18,https://www.boat24.com/en/powerboats/cranchi/cranchi-e26-classic/detail/545064/
457,505301,Netherlands,USED BOAT,Van Den Hoven 1600 Stuurhuis,Van,2005,powerboats,Motor Yacht,Steel,16.9,4.75,1.3,1,235.0,173.0,399000.0,https://www.boat24.com/en/powerboats/van-den-hoven-1600-stuurhuis/detail/505301/
458,501058,Netherlands,USED BOAT,Rijnlandvlet 1100 GSAK,Rijnlandvlet,1988,powerboats,Trawler,Steel,11.0,3.7,1.2,1,80.0,59.0,89000.0,https://www.boat24.com/en/powerboats/rijnlandvlet-1100-gsak/detail/501058/
462,543066,Croatia,USED BOAT,Fairline Corniche 31 Fly,Fairline,1986,powerboats,Motor Yacht,GRP,10.0,3.53,0.97,2,230.0,169.0,59000.0,https://www.boat24.com/en/powerboats/fairline/fairline-corniche-31-fly/detail/543066/
465,540322,Denmark,USED BOAT,Greenline 33 Hybrid,Greenline,2022,powerboats,Motor Yacht,GRP,9.99,3.49,0.7,1,220.0,162.0,402610.0,https://www.boat24.com/en/powerboats/greenline/greenline-33-hybrid/detail/540322/
466,522209,Spain,USED BOAT,Sea Ray 460 Sundancer,Sea,2005,powerboats,Motor Yacht,GRP,14.22,4.3,1.0,1,900.0,662.0,200000.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-460-sundancer/detail/522209/
467,500794,Switzerland,USED BOAT,Rio 32 ART,Rio,2006,powerboats,Motor Yacht,PVC,9.9,2.98,1.25,2,220.0,162.0,69000.0,https://www.boat24.com/en/powerboats/rio/rio-32-art/detail/500794/
481,541426,Netherlands,USED BOAT,Saga 315,Saga,2008,powerboats,Motor Yacht,GRP,9.6,3.24,1.1,1,225.0,165.0,139000.0,https://www.boat24.com/en/powerboats/saga/saga-315/detail/541426/
483,543317,Netherlands,USED BOAT,Motorkruiser GSAK,Motorkruiser,1979,powerboats,Trawler,Steel,9.0,3.2,0.9,1,40.0,29.0,14500.0,https://www.boat24.com/en/powerboats/motorkruiser-gsak/detail/543317/
484,469166,Italy,USED BOAT,Dellapasqua 18 Fly,Dellapasqua,2008,powerboats,Flybridge,GRP,18.0,4.95,1.2,2,1000.0,735.0,389000.0,https://www.boat24.com/en/powerboats/dellapasqua/dellapasqua-18-fly/detail/469166/
486,347356,Germany,NEW BOAT,nan,nan,2023,powerboats,Superyacht,Steel,30.4,8.25,2.7,2,340.0,250.0,15400000.0,https://www.boat24.com/en/powerboats/bandido-yachts/bandido-yachts-100/detail/347356/
488,517337,Italy,USED BOAT,Wauquiez Centurion 32,Wauquiez,1971,sailingboats,Classic Sailing Yacht,GRP,9.7,3.0,1.9,1,25.0,18.0,18000.0,https://www.boat24.com/en/sailingboats/wauquiez/wauquiez-centurion-32/detail/517337/
489,359025,Italy,USED BOAT,Mochi Craft MOCHI 46,Mochi,1990,powerboats,Flybridge,GRP,14.17,4.41,1.2,2,550.0,405.0,105000.0,https://www.boat24.com/en/powerboats/mochi-craft/mochi-craft-mochi-46/detail/359025/
491,544423,Italy,USED BOAT,C.N.S.O. Samourai,C.N.S.O.,1970,sailingboats,Keelboat,GRP,8.6,2.4,1.45,1,10.0,7.0,20000.0,https://www.boat24.com/en/sailingboats/cnso/cnso-samourai/detail/544423/
497,545321,Switzerland,USED BOAT,Comar Comet 770,Comar,1976,sailingboats,Classic Sailing Yacht,GRP,7.68,2.65,1.6,1,50.0,37.0,4998.0,https://www.boat24.com/en/sailingboats/comar/comar-comet-770/detail/545321/
499,530219,Netherlands,USED BOAT,Valkvlet 1190,Valkvlet,1992,powerboats,Motor Yacht,Steel,11.9,3.7,1.05,1,125.0,92.0,107500.0,https://www.boat24.com/en/powerboats/valkvlet/valkvlet-1190/detail/530219/
500,523734,Italy,USED BOAT,Nautica Service Sunsea 32,Nautica,2017,inflatableboats,RIB,GRP,9.99,3.24,0.4,2,225.0,165.0,70000.0,https://www.boat24.com/en/inflatableboats/nautica-service-sunsea-32/detail/523734/
505,408162,United,NEW BOAT,nan,nan,2023,powerboats,Motor Yacht,GRP,14.15,4.25,1.09,2,435.0,320.0,3036.0,https://www.boat24.com/en/powerboats/princess/princess-f45/detail/408162/
514,543146,Germany,USED BOAT,Wibo van Wijk WIBO II,Wibo,1962,sailingboats,Sailing Yacht,Steel,7.15,2.2,1.05,1,30.0,22.0,2800.0,https://www.boat24.com/en/sailingboats/wibo-van-wijk/wibo-van-wijk-wibo-ii/detail/543146/
517,508747,Germany,NEW BOAT,Maxima 620 Retro,Maxima,2022,powerboats,Motor Yacht,GRP,6.15,2.3,0.4,1,60.0,44.0,47550.0,https://www.boat24.com/en/powerboats/maxima/maxima-620-retro/detail/508747/
518,544171,Germany,NEW BOAT,Finnmaster T8,Finnmaster,2023,powerboats,Sport Boat,GRP,8.1,2.72,0.5,1,300.0,221.0,145499.0,https://www.boat24.com/en/powerboats/finnmaster/finnmaster-t8/detail/544171/
521,308831,Switzerland,NEW BOAT,Cobrey 33 HT,Cobrey,2022,powerboats,Cabin Cruiser,GRP,10.4,3.19,0.8,2,250.0,184.0,258326.0,https://www.boat24.com/en/powerboats/cobrey/cobrey-33-ht/detail/308831/
525,273873,Croatia,USED BOAT,nan,nan,2005,sailingboats,Sailing Yacht,GRP,11.5,3.9,1.0,1,27.0,20.0,71000.0,https://www.boat24.com/en/sailingboats/elan/elan-impression-384/detail/273873/
526,530792,Germany,USED BOAT,Feltz Werftbau,Feltz,1971,powerboats,Motor Yacht,Steel,15.42,4.2,1.7,2,110.0,81.0,129000.0,https://www.boat24.com/en/powerboats/feltz/feltz-werftbau/detail/530792/
528,541471,Denmark,USED BOAT,Regal Commodore 2760,Regal,1999,powerboats,Sport Boat,GRP,8.81,3.05,0.9,1,380.0,279.0,34970.0,https://www.boat24.com/en/powerboats/regal-commodore-2760/detail/541471/
531,464766,Germany,USED BOAT,Sessa 35 Oyster,Sessa,2002,powerboats,Motor Yacht,GRP,10.5,3.5,0.9,2,480.0,353.0,105000.0,https://www.boat24.com/en/powerboats/sessa/sessa-35-oyster/detail/464766/
532,526108,Italy,NEW BOAT,Dufour Catamarans 48,Dufour,2023,sailingboats,Catamaran,GRP,14.6,8.0,1.3,2,60.0,44.0,10590.0,https://www.boat24.com/en/sailingboats/dufour-catamarans-48/detail/526108/
